Title,Genres,Plot,Rating,Released_Year
Kôkaku Kidôtai,"['Animation', 'Action', 'Crime']",A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,8.0,1995.0
The Nightmare Before Christmas,"['Animation', 'Family', 'Fantasy']","Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",8.0,1993.0
Groundhog Day,"['Comedy', 'Fantasy', 'Romance']",A weatherman finds himself inexplicably living the same day over and over again.,8.0,1993.0
Bound by Honor,"['Crime', 'Drama']","Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",8.0,1993.0
Scent of a Woman,['Drama'],"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",8.0,1992.0
Aladdin,"['Animation', 'Adventure', 'Comedy']",A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,8.0,1992.0
JFK,"['Drama', 'History', 'Thriller']",New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,8.0,1991.0
Beauty and the Beast,"['Animation', 'Family', 'Fantasy']",A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,8.0,1991.0
Dances with Wolves,"['Adventure', 'Drama', 'Western']","Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.",8.0,1990.0
Do the Right Thing,"['Comedy', 'Drama']","On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",8.0,1989.0
Rain Man,['Drama'],Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,8.0,1988.0
Akira,"['Animation', 'Action', 'Sci-Fi']",A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by two teenagers and a group of psychics.,8.0,1988.0
The Princess Bride,"['Adventure', 'Family', 'Fantasy']","While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",8.0,1987.0
Der Himmel über Berlin,"['Drama', 'Fantasy', 'Romance']",An angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal.,8.0,1987.0
Au revoir les enfants,"['Drama', 'War']","A French boarding school run by priests seems to be a haven from World War II until a new student arrives. He becomes the roommate of the top student in his class. Rivals at first, the roommates form a bond and share a secret.",8.0,1987.0
Tenkû no shiro Rapyuta,"['Animation', 'Adventure', 'Drama']",A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,8.0,1986.0
The Terminator,"['Action', 'Sci-Fi']","A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",8.0,1984.0
Gandhi,"['Biography', 'Drama', 'History']",The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,8.0,1982.0
Kagemusha,"['Drama', 'History', 'War']",A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,8.0,1980.0
Being There,"['Comedy', 'Drama']","A simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.",8.0,1979.0
Annie Hall,"['Comedy', 'Romance']",Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,8.0,1977.0
Jaws,"['Adventure', 'Thriller']","When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",8.0,1975.0
Dog Day Afternoon,"['Biography', 'Crime', 'Drama']","Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",8.0,1975.0
Young Frankenstein,['Comedy'],"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",8.0,1974.0
Papillon,"['Biography', 'Crime', 'Drama']","A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",8.0,1973.0
The Exorcist,['Horror'],"When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.",8.0,1973.0
Sleuth,"['Mystery', 'Thriller']","A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.",8.0,1972.0
The Last Picture Show,"['Drama', 'Romance']","In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",8.0,1971.0
Fiddler on the Roof,"['Drama', 'Family', 'Musical']","In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",8.0,1971.0
Il conformista,['Drama'],"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",8.0,1970.0
Butch Cassidy and the Sundance Kid,"['Biography', 'Crime', 'Drama']","Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",8.0,1969.0
Rosemary's Baby,"['Drama', 'Horror']",A young couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors.,8.0,1968.0
Planet of the Apes,"['Adventure', 'Sci-Fi']","An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",8.0,1968.0
The Graduate,"['Comedy', 'Drama', 'Romance']",A disillusioned college graduate finds himself torn between his older lover and her daughter.,8.0,1967.0
Who's Afraid of Virginia Woolf?,['Drama'],"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.",8.0,1966.0
The Sound of Music,"['Biography', 'Drama', 'Family']",A woman leaves an Austrian convent to become a governess to the children of a Naval officer widower.,8.0,1965.0
Doctor Zhivago,"['Drama', 'Romance', 'War']","The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",8.0,1965.0
Per un pugno di dollari,"['Action', 'Drama', 'Western']","A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",8.0,1964.0
8½,['Drama'],A harried movie director retreats into his memories and fantasies.,8.0,1963.0
Vivre sa vie: Film en douze tableaux,['Drama'],Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,8.0,1962.0
The Hustler,"['Drama', 'Sport']",An up-and-coming pool player plays a long-time champion in a single high-stakes match.,8.0,1961.0
La dolce vita,"['Comedy', 'Drama']",A series of stories following a week in the life of a philandering paparazzo journalist living in Rome.,8.0,1960.0
Rio Bravo,"['Action', 'Drama', 'Western']","A small-town sheriff in the American West enlists the help of a cripple, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",8.0,1959.0
Anatomy of a Murder,"['Crime', 'Drama', 'Mystery']","In a murder trial, the defendant says he suffered temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",8.0,1959.0
Touch of Evil,"['Crime', 'Drama', 'Film-Noir']","A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",8.0,1958.0
Cat on a Hot Tin Roof,['Drama'],Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,8.0,1958.0
Sweet Smell of Success,"['Drama', 'Film-Noir']",Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,8.0,1957.0
The Killing,"['Crime', 'Drama', 'Film-Noir']",Crook Johnny Clay assembles a five man team to plan and execute a daring race-track robbery.,8.0,1956.0
The Night of the Hunter,"['Crime', 'Drama', 'Film-Noir']","A religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the $10,000 he'd stolen in a robbery.",8.0,1955.0
La Strada,['Drama'],"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way.",8.0,1954.0
Les diaboliques,"['Crime', 'Drama', 'Horror']",The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,8.0,1955.0
Stalag 17,"['Comedy', 'Drama', 'War']","When two escaping American World War II prisoners are killed, the German P.O.W. camp barracks black marketeer, J.J. Sefton, is suspected of being an informer.",8.0,1953.0
Roman Holiday,"['Comedy', 'Romance']",A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,8.0,1953.0
A Streetcar Named Desire,['Drama'],Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,8.0,1951.0
In a Lonely Place,"['Drama', 'Film-Noir', 'Mystery']","A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",8.0,1950.0
Kind Hearts and Coronets,"['Comedy', 'Crime']",A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,8.0,1949.0
Rope,"['Crime', 'Drama', 'Mystery']",Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,8.0,1948.0
